rocktoncounty trees
_____________________________________


2435.732422,     6.440935,   346.097748,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree03
2514.423828,     6.697698,   164.823792,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree03
2591.705811,     6.561332,   259.455719,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree03
2574.876465,     6.550557,   178.766479,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree04
2529.927246,     5.241922,   427.211884,     0.000000,   -57.000000,     0.000000, 2af11UID-mc_tree04
2688.875977,     6.722214,   408.206055,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree04
2737.430664,     6.441739,   422.617493,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1925.399902,    42.124485,  1594.966187,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1879.447144,    12.099169,  1737.435547,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1791.881104,    23.106560,  1759.673584,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1904.826172,    27.573517,  1781.792969,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1964.718994,    31.493328,  1801.438477,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1940.815674,    43.257381,  1959.520630,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1891.101563,    42.603729,  1980.431763,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1985.282959,    27.078911,  1957.308228,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2031.482910,    17.246668,  1925.730225,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2122.604736,    34.820259,  1912.657593,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2071.481201,    26.559374,  1900.319946,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2060.597168,    33.567680,  1864.967041,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1995.161377,    33.948074,  1906.688110,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1858.705811,    35.055229,  1905.850952,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1782.940918,    42.759445,  1815.252808,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1735.491699,    45.511898,  1841.378052,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1723.353027,    49.284569,  1777.760742,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1738.556274,    38.067226,  1756.586426,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
1800.719971,    15.651884,  1701.670776,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2581.467285,    43.242332,  1734.197388,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2441.154053,    69.746529,  1676.582397,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2431.321777,    59.129898,  1715.507568,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2461.101318,    60.309105,  1780.476563,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2425.194580,    57.771648,  1793.228882,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2342.997803,    65.578140,  1753.781250,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2337.309814,    60.877739,  1747.150757,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2317.748779,    64.089790,  1740.052734,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree02
2193.823242,    37.579178,  1899.331055,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2260.593506,    39.822155,  1923.514282,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2324.700928,    55.101498,  1873.911743,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2238.333740,    32.440983,  1872.448730,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2170.197021,    33.499550,  1871.099365,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2122.221924,    29.606607,  1888.132080,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2107.946533,    24.380253,  1815.744629,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2050.771729,    25.480869,  1788.889893,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2065.746338,    35.038048,  1747.727173,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2099.231934,    45.242973,  1713.814331,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2160.660889,    23.213339,  1769.902100,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2112.711426,    36.115150,  1772.822388,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2090.381592,    41.832664,  1741.107666,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2069.844238,    38.557411,  1719.731323,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2048.962891,    21.226130,  1718.465820,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2917.161377,    24.565821,  2012.411377,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2935.191162,    31.241541,  1985.997314,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2929.316162,    36.399128,  1911.130737,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2869.166992,    34.333717,  1847.530396,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2824.718506,    27.204422,  1811.002563,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2715.191895,    50.647057,  1764.721558,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2677.456543,    41.466274,  1764.074219,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2591.351074,    46.078259,  1732.834839,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2610.936035,    45.048637,  1802.986572,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2659.575928,    53.165802,  1821.964355,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
2726.137451,    27.047453,  1844.793335,     0.000000,     0.000000,     0.000000, 2af11UID-mc_tree01
